customer_id,segment_name,recency_days,frequency_180d,monetary_180d,R,F,M,RFM_sum,return_rate_180d,negative_ticket_rate_90d,ticket_count_90d,category_diversity_180d,campaign_clicks_30d,sessions_30d,loyalty_tier,last_campaign_received,manual_priority_bucket
CUST00557,Loyal Customers,16,2,977.03,5,4,3,12,0.0,0.0,0,2,1,17,Silver,new_launch,low
CUST00558,Dormant,399,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,free_shipping,high
CUST00559,Need Attention,1,1,469.57,5,2,2,9,0.0,0.0,0,1,1,2,,welcome_offer,low
CUST00560,Dormant,231,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,bundle_discount,high
CUST00561,Discount-Dependent,4,1,256.33,5,2,1,8,0.0,0.0,1,1,0,16,Gold,bundle_discount,medium
CUST00562,Dormant,259,0,0.0,1,1,1,3,0.0,0.0,0,0,1,1,,new_launch,high
CUST00563,Dormant,105,1,463.49,2,2,2,6,0.0,0.0,0,1,0,1,Silver,free_shipping,high
CUST00564,Dormant,130,1,584.7,2,2,2,6,0.0,0.0,0,1,0,10,Gold,bundle_discount,high
CUST00565,Need Attention,39,1,275.55,4,2,1,7,0.0,0.0,0,1,2,10,Platinum,none,medium
CUST00566,Discount-Dependent,22,1,657.76,4,2,2,8,0.0,0.0,0,1,0,25,,bundle_discount,low
CUST00567,Champions,3,2,1674.78,5,4,4,13,0.0,0.0,0,2,0,9,,bundle_discount,low
CUST00568,Discount-Dependent,34,1,482.12,4,2,2,8,0.0,0.0,0,1,0,3,Silver,welcome_offer,low
CUST00569,Dormant,113,1,430.0,2,2,2,6,0.0,0.0,0,1,3,7,,none,high
CUST00570,At-Risk High-Value,168,1,976.72,1,2,3,6,1.0,0.0,0,1,1,0,,new_launch,high
CUST00571,Need Attention,32,1,598.14,4,2,2,8,1.0,0.0,1,1,0,5,,welcome_offer,medium
CUST00572,Loyal Customers,51,4,2434.63,3,5,5,13,0.0,0.0,0,2,0,8,,free_shipping,medium
CUST00573,At-Risk High-Value,125,3,1879.54,2,5,4,11,0.0,0.0,0,3,0,0,Silver,welcome_offer,high
CUST00574,Champions,5,6,5505.6900000000005,5,5,5,15,0.0,0.0,0,2,1,14,Gold,welcome_offer,low
CUST00575,Discount-Dependent,83,1,548.72,3,2,2,7,0.0,1.0,1,1,1,6,Silver,welcome_offer,high
CUST00576,Discount-Dependent,46,1,470.46,4,2,2,8,0.0,0.0,0,1,1,15,,none,medium
CUST00577,Loyal Customers,72,2,1058.36,3,4,3,10,0.0,0.0,0,2,2,7,Platinum,welcome_offer,medium
CUST00578,Dormant,376,0,0.0,1,1,1,3,0.0,0.0,0,0,2,2,,bundle_discount,high
CUST00579,Discount-Dependent,10,1,301.68,5,2,1,8,0.0,0.0,0,1,0,1,,welcome_offer,high
CUST00580,Need Attention,74,1,713.84,3,2,3,8,0.0,0.0,0,1,1,4,,new_launch,medium
CUST00581,Loyal Customers,76,2,1527.79,3,4,4,11,0.0,0.0,0,1,0,0,Gold,bundle_discount,high
CUST00582,Dormant,286,0,0.0,1,1,1,3,0.0,0.0,0,0,2,2,,bundle_discount,high
CUST00583,Dormant,263,0,0.0,1,1,1,3,0.0,0.0,0,0,0,2,,none,high
CUST00584,Discount-Dependent,83,1,591.05,3,2,2,7,0.0,0.0,0,1,0,9,,welcome_offer,high
CUST00585,At-Risk High-Value,113,2,967.27,2,4,3,9,0.0,0.0,0,2,2,15,,bundle_discount,high
CUST00586,Dormant,128,1,371.62,2,2,2,6,0.0,0.0,0,1,0,1,Gold,free_shipping,high
CUST00587,Discount-Dependent,18,1,275.79,5,2,1,8,0.0,0.0,0,1,0,10,Gold,bundle_discount,low
CUST00588,Need Attention,76,1,649.95,3,2,2,7,0.0,0.0,0,1,0,6,Silver,welcome_offer,high
CUST00589,Discount-Dependent,71,1,479.6,3,2,2,7,0.0,1.0,1,1,1,4,Silver,bundle_discount,medium
CUST00590,Dormant,140,1,515.92,2,2,2,6,0.0,0.0,0,1,3,7,,welcome_offer,high
CUST00591,Discount-Dependent,69,1,865.39,3,2,3,8,0.0,0.0,0,1,4,2,,none,medium
CUST00592,Discount-Dependent,20,1,627.36,5,2,2,9,0.0,0.0,0,1,0,3,,new_launch,low
CUST00593,High-Value but Unhappy,29,4,2441.1699999999996,4,5,5,14,0.0,1.0,1,3,0,9,Platinum,bundle_discount,medium
CUST00594,Dormant,91,1,448.78,2,2,2,6,0.0,0.0,0,1,0,0,,none,high
CUST00595,Champions,20,3,1431.75,5,5,4,14,0.0,0.0,0,3,0,9,Silver,new_launch,low
CUST00596,Discount-Dependent,50,1,503.66,3,2,2,7,0.0,1.0,1,1,1,13,Gold,bundle_discount,medium
CUST00597,High-Value but Unhappy,52,1,1256.0,3,2,4,9,0.0,1.0,1,1,0,0,Silver,welcome_offer,high
CUST00598,Need Attention,7,1,545.96,5,2,2,9,0.0,0.0,0,1,3,20,,free_shipping,low
CUST00599,At-Risk High-Value,169,2,2008.7400000000002,1,4,5,10,0.0,0.0,0,2,1,2,,free_shipping,high
CUST00600,Dormant,263,0,0.0,1,1,1,3,0.0,0.0,0,0,0,3,,none,high
CUST00601,Need Attention,70,1,537.85,3,2,2,7,0.0,0.0,0,1,3,8,Gold,free_shipping,medium
CUST00602,Dormant,91,1,171.18,2,2,1,5,0.0,0.0,0,1,1,5,Gold,new_launch,high
CUST00603,High-Value but Unhappy,10,6,3515.31,5,5,5,15,0.0,1.0,2,3,1,12,Gold,new_launch,medium
CUST00604,At-Risk High-Value,90,1,761.72,2,2,3,7,0.0,0.0,0,1,1,2,,none,high
CUST00605,At-Risk High-Value,160,2,1049.15,1,4,3,8,0.0,0.0,0,2,0,8,Silver,none,high
CUST00606,Dormant,120,1,240.15,2,2,1,5,0.0,0.0,0,1,0,7,Gold,new_launch,high
CUST00607,Dormant,249,0,0.0,1,1,1,3,0.0,0.0,0,0,0,9,,none,high
CUST00608,High-Value but Unhappy,27,2,1397.1,4,4,4,12,0.0,1.0,1,1,0,7,Gold,welcome_offer,medium
CUST00609,Champions,6,5,4581.16,5,5,5,15,0.0,0.0,0,3,1,6,Silver,bundle_discount,low
CUST00610,High-Value but Unhappy,22,3,3213.04,4,5,5,14,0.333,1.0,1,3,0,10,,new_launch,medium
CUST00611,Dormant,235,0,0.0,1,1,1,3,0.0,0.0,0,0,0,5,,welcome_offer,high
CUST00612,Loyal Customers,48,2,2120.98,3,4,5,12,0.0,0.0,0,2,0,9,Platinum,bundle_discount,medium
CUST00613,Champions,4,4,2969.31,5,5,5,15,0.0,0.0,2,4,0,14,Silver,none,medium
CUST00614,Dormant,196,0,0.0,1,1,1,3,0.0,0.0,0,0,1,1,Gold,new_launch,high
CUST00615,Need Attention,34,1,446.03,4,2,2,8,1.0,1.0,1,1,1,4,,new_launch,medium
CUST00616,Loyal Customers,36,2,1139.9099999999999,4,4,3,11,0.0,1.0,1,2,0,10,,bundle_discount,medium
CUST00617,Champions,14,6,4116.99,5,5,5,15,0.0,0.0,0,3,0,8,,new_launch,low
CUST00618,At-Risk High-Value,92,2,1570.53,2,4,4,10,0.0,0.0,0,2,3,8,Gold,welcome_offer,high
CUST00619,Loyal Customers,2,2,925.3600000000001,5,4,3,12,0.0,0.0,0,1,0,8,,welcome_offer,low
CUST00620,Dormant,90,1,449.48,2,2,2,6,0.0,1.0,1,1,2,17,Silver,new_launch,high
CUST00621,Dormant,92,1,348.53,2,2,1,5,0.0,0.0,0,1,1,6,,bundle_discount,high
CUST00622,Dormant,180,0,0.0,1,1,1,3,0.0,0.0,0,1,3,1,,free_shipping,high
CUST00623,At-Risk High-Value,108,4,1945.71,2,5,5,12,0.25,0.0,0,4,2,18,Silver,free_shipping,high
CUST00624,Dormant,232,0,0.0,1,1,1,3,0.0,0.0,0,0,0,4,Silver,new_launch,high
CUST00625,Loyal Customers,66,3,1716.26,3,5,4,12,0.0,0.0,0,2,0,2,,none,medium
CUST00626,Champions,9,2,1214.38,5,4,4,13,0.0,0.0,1,1,0,12,Platinum,free_shipping,medium
CUST00627,Need Attention,75,1,403.11,3,2,2,7,0.0,0.0,0,1,1,6,Silver,free_shipping,medium
CUST00628,Discount-Dependent,59,1,232.57,3,2,1,6,0.0,1.0,1,1,1,9,,none,medium
CUST00629,Discount-Dependent,44,1,442.4,4,2,2,8,0.0,0.0,0,1,1,2,Gold,none,medium
CUST00630,At-Risk High-Value,93,2,1967.63,2,4,5,11,0.0,0.0,0,2,1,20,Platinum,welcome_offer,high
CUST00631,Loyal Customers,68,3,1238.87,3,5,4,12,0.0,0.0,0,2,0,0,Silver,bundle_discount,medium
CUST00632,Discount-Dependent,61,1,1078.63,3,2,3,8,0.0,0.0,0,1,1,11,Gold,bundle_discount,medium
CUST00633,Need Attention,33,1,1619.36,4,2,4,10,0.0,0.0,0,1,1,4,,none,low
CUST00634,At-Risk High-Value,118,2,727.14,2,4,3,9,0.0,0.0,0,1,0,1,,bundle_discount,high
CUST00635,At-Risk High-Value,134,1,1016.46,2,2,3,7,0.0,0.0,0,1,1,1,Gold,bundle_discount,high
CUST00636,Loyal Customers,72,2,2158.95,3,4,5,12,0.0,0.0,0,2,0,1,Silver,free_shipping,medium
CUST00637,Discount-Dependent,60,1,928.75,3,2,3,8,0.0,0.0,0,1,0,1,Silver,new_launch,high
CUST00638,Dormant,173,1,300.91,1,2,1,4,0.0,0.0,0,1,0,0,,none,high
CUST00639,Dormant,369,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,none,high
CUST00640,Dormant,130,1,641.86,2,2,2,6,0.0,0.0,0,1,1,0,,welcome_offer,high
CUST00641,Champions,35,3,1518.18,4,5,4,13,0.0,0.0,0,3,1,5,,welcome_offer,low
CUST00642,Champions,18,3,1654.45,5,5,4,14,0.0,0.0,0,2,0,4,Silver,bundle_discount,low
CUST00643,At-Risk High-Value,155,1,1091.34,1,2,3,6,0.0,0.0,0,1,1,14,Silver,none,high
CUST00644,Loyal Customers,78,2,715.36,3,4,3,10,0.0,0.0,0,2,3,0,,welcome_offer,high
CUST00645,Dormant,252,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,,none,high
CUST00646,Dormant,117,1,624.08,2,2,2,6,0.0,0.0,0,1,0,5,Silver,free_shipping,high
CUST00647,Need Attention,64,1,507.52,3,2,2,7,0.0,0.0,1,1,0,2,Gold,free_shipping,medium
CUST00648,Need Attention,31,1,1298.17,4,2,4,10,0.0,0.0,0,1,3,3,,free_shipping,low
CUST00649,Dormant,124,1,364.41,2,2,1,5,0.0,0.0,0,1,0,5,Silver,none,high
CUST00650,Loyal Customers,59,2,2193.25,3,4,5,12,0.0,0.0,0,2,0,6,Silver,bundle_discount,medium
CUST00651,Champions,34,2,2189.98,4,4,5,13,0.0,0.0,0,2,2,6,Silver,none,low
CUST00652,Loyal Customers,75,2,2138.43,3,4,5,12,0.0,0.0,0,2,2,13,Gold,bundle_discount,medium
CUST00653,Champions,32,2,2037.83,4,4,5,13,0.0,0.0,0,2,0,19,,none,low
CUST00654,High-Value but Unhappy,8,4,4671.99,5,5,5,15,0.5,1.0,2,4,0,8,,welcome_offer,medium
CUST00655,Need Attention,79,1,631.53,3,2,2,7,0.0,0.0,0,1,0,0,Silver,none,high
CUST00656,Loyal Customers,67,2,1360.96,3,4,4,11,0.0,0.0,0,2,0,16,,bundle_discount,medium
CUST00657,Loyal Customers,63,2,674.97,3,4,2,9,0.5,1.0,1,2,1,5,Silver,new_launch,medium
CUST00658,Dormant,219,0,0.0,1,1,1,3,0.0,0.0,0,0,1,3,,free_shipping,high
CUST00659,Discount-Dependent,16,1,883.27,5,2,3,10,0.0,0.0,0,1,4,21,Platinum,welcome_offer,low
CUST00660,Need Attention,43,1,573.43,4,2,2,8,0.0,0.0,0,1,2,7,Silver,bundle_discount,medium
CUST00661,Dormant,180,0,0.0,1,1,1,3,0.0,0.0,0,1,0,1,,welcome_offer,high
CUST00662,At-Risk High-Value,124,1,852.96,2,2,3,7,0.0,0.0,0,1,0,2,,bundle_discount,high
CUST00663,Loyal Customers,64,3,1861.8999999999999,3,5,4,12,0.0,0.0,0,2,0,14,,none,medium
CUST00664,Discount-Dependent,20,1,237.27,5,2,1,8,0.0,0.0,1,1,0,1,,bundle_discount,high
CUST00665,High-Value but Unhappy,35,3,1936.8,4,5,5,14,0.333,1.0,1,2,0,3,,new_launch,medium
CUST00666,Discount-Dependent,3,1,540.99,5,2,2,9,0.0,0.0,1,1,1,1,Silver,bundle_discount,high
CUST00667,Champions,25,2,1406.34,4,4,4,12,0.5,0.0,0,2,0,7,,free_shipping,low
CUST00668,Loyal Customers,42,2,952.4100000000001,4,4,3,11,0.0,0.0,0,2,0,3,,new_launch,medium
CUST00669,Loyal Customers,57,3,2774.7599999999998,3,5,5,13,0.0,0.0,0,3,0,1,,none,medium
CUST00670,Dormant,242,0,0.0,1,1,1,3,0.0,0.0,0,0,1,0,,none,high
CUST00671,Champions,2,3,2568.33,5,5,5,15,0.0,0.0,0,2,0,13,,bundle_discount,low
CUST00672,Dormant,141,1,434.37,2,2,2,6,0.0,0.0,0,1,3,10,,none,high
CUST00673,At-Risk High-Value,118,1,1297.2,2,2,4,8,0.0,0.0,0,1,1,1,Silver,none,high
CUST00674,Loyal Customers,56,5,2521.51,3,5,5,13,0.0,0.0,0,4,0,14,,free_shipping,medium
CUST00675,At-Risk High-Value,130,2,4218.15,2,4,5,11,0.0,0.0,0,1,1,8,Silver,bundle_discount,high
CUST00676,Discount-Dependent,6,1,714.17,5,2,3,10,0.0,0.0,1,1,2,9,,welcome_offer,medium
CUST00677,Discount-Dependent,6,1,291.61,5,2,1,8,0.0,0.0,0,1,0,1,,free_shipping,high
CUST00678,Dormant,196,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,none,high
CUST00679,Loyal Customers,83,3,2474.75,3,5,5,13,0.0,0.0,0,3,3,3,,free_shipping,high
CUST00680,Dormant,215,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,Gold,new_launch,high
CUST00681,Dormant,211,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,welcome_offer,high
CUST00682,Need Attention,19,1,1238.23,5,2,4,11,0.0,0.0,1,1,1,6,Silver,new_launch,medium
CUST00683,Champions,0,3,3422.7,5,5,5,15,0.0,0.0,1,2,1,7,,none,medium
CUST00684,Dormant,140,1,547.13,2,2,2,6,0.0,0.0,0,1,0,2,Gold,new_launch,high
CUST00685,Discount-Dependent,2,1,1158.09,5,2,3,10,0.0,0.0,0,1,1,3,,bundle_discount,low
CUST00686,Dormant,127,1,318.48,2,2,1,5,0.0,0.0,0,1,1,21,Silver,none,high
CUST00687,At-Risk High-Value,117,3,2804.77,2,5,5,12,0.0,0.0,0,3,0,1,,welcome_offer,high
CUST00688,High-Value but Unhappy,13,4,2214.44,5,5,5,15,0.25,1.0,1,4,0,1,Silver,bundle_discount,medium
CUST00689,Loyal Customers,70,4,4514.3099999999995,3,5,5,13,0.0,0.0,0,4,0,13,Gold,new_launch,medium
CUST00690,Champions,4,3,3098.92,5,5,5,15,0.0,0.0,0,2,3,11,,welcome_offer,low
CUST00691,Loyal Customers,61,2,1222.65,3,4,4,11,0.0,0.0,0,1,3,14,,none,medium
CUST00692,Discount-Dependent,58,1,269.14,3,2,1,6,0.0,0.0,0,1,1,0,,bundle_discount,high
CUST00693,At-Risk High-Value,147,1,804.56,2,2,3,7,0.0,0.0,0,1,0,0,Gold,bundle_discount,high
CUST00694,Need Attention,74,1,345.14,3,2,1,6,0.0,0.0,0,1,0,14,,none,medium
CUST00695,Dormant,198,0,0.0,1,1,1,3,0.0,0.0,0,0,0,4,,bundle_discount,high
CUST00696,Loyal Customers,40,2,796.1500000000001,4,4,3,11,0.0,0.0,0,2,0,1,Silver,bundle_discount,medium
CUST00697,Dormant,247,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,none,high
CUST00698,High-Value but Unhappy,14,3,2572.7200000000003,5,5,5,15,0.333,1.0,2,2,0,11,Gold,new_launch,medium
CUST00699,Loyal Customers,47,4,2191.5099999999998,3,5,5,13,0.0,0.0,0,4,0,15,,free_shipping,medium
CUST00700,Need Attention,49,1,345.91,3,2,1,6,0.0,0.0,0,1,0,1,,new_launch,high
CUST00701,At-Risk High-Value,122,1,892.63,2,2,3,7,0.0,0.0,0,1,0,10,Silver,free_shipping,high
CUST00702,Need Attention,77,1,357.55,3,2,1,6,0.0,1.0,1,1,0,2,Silver,none,high
CUST00703,Dormant,104,1,360.06,2,2,1,5,0.0,0.0,0,1,0,3,,none,high
CUST00704,Loyal Customers,22,2,1084.3400000000001,4,4,3,11,0.0,0.0,0,2,0,12,,new_launch,low
CUST00705,Need Attention,12,1,872.61,5,2,3,10,1.0,1.0,1,1,0,1,,new_launch,high
CUST00706,Discount-Dependent,2,1,439.07,5,2,2,9,0.0,0.0,0,1,0,2,,bundle_discount,low
CUST00707,Dormant,189,0,0.0,1,1,1,3,0.0,0.0,0,0,0,10,,free_shipping,high
CUST00708,High-Value but Unhappy,45,4,2683.09,4,5,5,14,0.0,1.0,1,3,0,5,,free_shipping,medium
CUST00709,At-Risk High-Value,129,1,1966.47,2,2,5,9,0.0,0.0,0,1,0,0,,bundle_discount,high
CUST00710,Champions,16,4,2426.17,5,5,5,15,0.0,0.0,0,4,0,8,Silver,free_shipping,low
CUST00711,High-Value but Unhappy,19,5,4117.05,5,5,5,15,0.0,1.0,1,2,2,10,Platinum,new_launch,medium
CUST00712,Need Attention,4,1,676.24,5,2,2,9,0.0,0.0,0,1,0,2,,bundle_discount,low
CUST00713,Champions,3,4,3625.93,5,5,5,15,0.25,0.5,2,3,0,10,Gold,bundle_discount,medium
CUST00714,Loyal Customers,40,3,1036.94,4,5,3,12,0.333,1.0,1,2,1,2,Silver,bundle_discount,medium
CUST00715,Loyal Customers,25,3,954.63,4,5,3,12,0.0,0.0,0,3,0,4,Silver,bundle_discount,low
CUST00716,High-Value but Unhappy,6,3,1449.24,5,5,4,14,0.0,1.0,1,3,2,14,Gold,welcome_offer,medium
CUST00717,Discount-Dependent,0,1,884.85,5,2,3,10,0.0,0.0,0,1,0,6,,welcome_offer,low
CUST00718,Dormant,117,1,348.64,2,2,1,5,0.0,0.0,0,1,1,2,,bundle_discount,high
CUST00719,Dormant,168,1,461.68,1,2,2,5,0.0,0.0,0,1,0,2,Silver,free_shipping,high
CUST00720,Dormant,291,0,0.0,1,1,1,3,0.0,0.0,0,0,1,1,Gold,welcome_offer,high
CUST00721,Need Attention,14,1,1856.99,5,2,4,11,0.0,0.0,0,1,1,8,Platinum,bundle_discount,low
CUST00722,Discount-Dependent,30,1,256.54,4,2,1,7,1.0,1.0,1,1,0,1,,welcome_offer,high
CUST00723,Need Attention,69,1,546.81,3,2,2,7,0.0,0.0,0,1,1,7,,bundle_discount,medium
CUST00724,Loyal Customers,8,2,1014.94,5,4,3,12,0.0,0.0,0,2,2,8,Silver,welcome_offer,low
CUST00725,At-Risk High-Value,141,2,950.51,2,4,3,9,0.0,0.0,0,2,0,0,,new_launch,high
CUST00726,At-Risk High-Value,98,4,4849.51,2,5,5,12,0.25,0.0,0,4,0,10,,none,high
CUST00727,Champions,8,4,2696.01,5,5,5,15,0.25,0.0,0,2,2,10,,bundle_discount,low
CUST00728,Need Attention,66,1,396.38,3,2,2,7,1.0,1.0,1,1,0,6,,free_shipping,medium
CUST00729,At-Risk High-Value,140,1,1324.83,2,2,4,8,0.0,0.0,0,1,1,1,,welcome_offer,high
CUST00730,Dormant,232,0,0.0,1,1,1,3,0.0,0.0,0,0,0,3,,new_launch,high
CUST00731,Dormant,136,1,433.67,2,2,2,6,0.0,0.0,0,1,1,2,Gold,welcome_offer,high
CUST00732,Need Attention,6,1,402.61,5,2,2,9,0.0,1.0,1,1,1,6,,welcome_offer,medium
CUST00733,Discount-Dependent,66,1,376.53,3,2,2,7,0.0,0.0,0,1,0,5,Gold,none,medium
CUST00734,At-Risk High-Value,89,2,2020.81,2,4,5,11,0.0,0.0,0,2,0,6,,welcome_offer,high
CUST00735,Champions,12,2,1244.28,5,4,4,13,0.0,0.0,0,1,0,1,,new_launch,low
CUST00736,Loyal Customers,66,3,1727.68,3,5,4,12,0.0,0.0,0,3,0,3,,none,medium
CUST00737,Need Attention,24,1,872.88,4,2,3,9,0.0,0.0,0,1,0,1,Silver,bundle_discount,high
CUST00738,Need Attention,78,1,545.24,3,2,2,7,1.0,1.0,1,1,2,8,Silver,new_launch,high
CUST00739,Need Attention,24,1,1047.95,4,2,3,9,0.0,0.0,0,1,1,8,Gold,welcome_offer,low
CUST00740,Dormant,261,0,0.0,1,1,1,3,0.0,0.0,0,0,2,5,,new_launch,high
CUST00741,Dormant,225,0,0.0,1,1,1,3,0.0,0.0,0,0,1,3,Gold,new_launch,high
CUST00742,Discount-Dependent,49,1,441.54,3,2,2,7,0.0,0.0,0,1,0,5,,bundle_discount,medium
CUST00743,Discount-Dependent,1,1,1124.66,5,2,3,10,0.0,0.0,0,1,2,3,Silver,new_launch,low
CUST00744,Loyal Customers,65,2,1108.58,3,4,3,10,0.0,0.0,0,1,2,2,,free_shipping,medium
CUST00745,Need Attention,1,1,1077.53,5,2,3,10,0.0,0.0,0,1,0,14,Silver,welcome_offer,low
CUST00746,Dormant,177,1,352.33,1,2,1,4,0.0,0.0,0,1,0,0,,welcome_offer,high
CUST00747,Discount-Dependent,11,1,1123.87,5,2,3,10,0.0,1.0,1,1,0,13,,none,medium
CUST00748,Loyal Customers,58,3,2603.35,3,5,5,13,0.0,0.0,0,2,0,5,,welcome_offer,medium
CUST00749,Discount-Dependent,11,1,872.34,5,2,3,10,0.0,0.0,0,1,3,13,,bundle_discount,low
CUST00750,Loyal Customers,49,2,962.3000000000001,3,4,3,10,0.0,0.0,0,1,1,8,,welcome_offer,medium
CUST00751,Need Attention,15,1,657.24,5,2,2,9,0.0,0.0,0,1,1,8,Silver,new_launch,low
CUST00752,At-Risk High-Value,97,2,1319.5500000000002,2,4,4,10,0.0,0.0,0,2,0,2,,welcome_offer,high
CUST00753,At-Risk High-Value,143,1,1093.17,2,2,3,7,0.0,0.0,0,1,0,9,,new_launch,high
CUST00754,Champions,37,2,3639.05,4,4,5,13,0.0,0.0,0,2,1,18,Gold,welcome_offer,medium
CUST00755,Dormant,200,0,0.0,1,1,1,3,0.0,0.0,0,0,2,12,,none,high
CUST00756,Dormant,113,1,329.74,2,2,1,5,0.0,0.0,0,1,0,0,Silver,free_shipping,high
CUST00757,Discount-Dependent,8,1,481.24,5,2,2,9,0.0,0.0,0,1,1,4,Silver,free_shipping,low
CUST00758,Loyal Customers,78,3,1129.62,3,5,3,11,0.0,0.0,0,2,1,13,,none,high
CUST00759,Champions,38,2,1562.24,4,4,4,12,0.0,0.0,0,2,0,4,Gold,free_shipping,medium
CUST00760,Dormant,162,1,368.74,1,2,1,4,1.0,0.0,0,1,0,1,,bundle_discount,high
CUST00761,Dormant,193,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,new_launch,high
CUST00762,Champions,46,2,2784.5699999999997,4,4,5,13,0.5,0.0,0,2,0,8,,bundle_discount,medium
CUST00763,Dormant,188,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,Silver,welcome_offer,high
CUST00764,Champions,23,2,1414.13,4,4,4,12,0.0,0.0,0,2,0,8,Silver,welcome_offer,low
CUST00765,At-Risk High-Value,98,2,2264.58,2,4,5,11,0.0,0.0,0,1,0,2,,welcome_offer,high
CUST00766,Dormant,166,1,389.83,1,2,2,5,0.0,0.0,0,1,0,7,,welcome_offer,high
CUST00767,Discount-Dependent,75,1,468.97,3,2,2,7,0.0,1.0,1,1,3,7,Gold,new_launch,medium
CUST00768,High-Value but Unhappy,21,2,1483.56,4,4,4,12,0.0,1.0,1,1,0,3,,bundle_discount,medium
CUST00769,Loyal Customers,18,2,971.74,5,4,3,12,0.0,0.0,0,2,0,2,Silver,none,low
CUST00770,High-Value but Unhappy,27,3,2711.16,4,5,5,14,0.0,1.0,1,3,1,12,Silver,welcome_offer,medium
CUST00771,Dormant,90,1,456.76,2,2,2,6,0.0,1.0,1,1,0,8,Gold,none,high
CUST00772,Dormant,190,0,0.0,1,1,1,3,0.0,0.0,0,0,1,9,Silver,free_shipping,high
CUST00773,Need Attention,71,1,658.94,3,2,2,7,0.0,0.0,0,1,0,4,Gold,none,medium
CUST00774,Dormant,101,1,364.21,2,2,1,5,0.0,0.0,0,1,0,2,Silver,bundle_discount,high
CUST00775,Need Attention,23,1,1298.92,4,2,4,10,0.0,0.0,0,1,2,8,,new_launch,low
CUST00776,Dormant,135,1,547.9,2,2,2,6,0.0,0.0,0,1,0,0,,welcome_offer,high
CUST00777,Discount-Dependent,10,1,720.41,5,2,3,10,0.0,0.0,0,1,1,2,,free_shipping,low
CUST00778,Dormant,331,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,Silver,bundle_discount,high
CUST00779,Discount-Dependent,6,1,416.15,5,2,2,9,0.0,0.0,0,1,1,3,,none,low
CUST00780,Champions,36,4,3232.4,4,5,5,14,0.25,0.0,2,3,0,12,Silver,new_launch,medium
CUST00781,Discount-Dependent,49,1,442.8,3,2,2,7,0.0,0.0,0,1,0,4,Gold,free_shipping,medium
CUST00782,Dormant,194,0,0.0,1,1,1,3,0.0,0.0,0,0,2,1,Silver,welcome_offer,high
CUST00783,Dormant,232,0,0.0,1,1,1,3,0.0,0.0,0,0,2,3,,none,high
CUST00784,Champions,45,2,1269.12,4,4,4,12,0.0,0.0,0,2,1,11,,bundle_discount,medium
CUST00785,Champions,11,3,1464.91,5,5,4,14,0.0,0.0,0,3,0,5,,none,low
CUST00786,At-Risk High-Value,150,1,1030.43,1,2,3,6,0.0,0.0,0,1,0,1,Silver,none,high
CUST00787,Loyal Customers,48,3,2376.36,3,5,5,13,0.0,0.0,0,2,0,2,,bundle_discount,medium
CUST00788,Discount-Dependent,49,1,1408.44,3,2,4,9,0.0,0.0,0,1,0,8,,none,medium
CUST00789,Discount-Dependent,55,1,753.6,3,2,3,8,0.0,0.0,0,1,0,1,Silver,new_launch,high
CUST00790,Need Attention,78,1,458.83,3,2,2,7,0.0,1.0,1,1,1,9,Gold,new_launch,high
CUST00791,Dormant,230,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,,free_shipping,high
CUST00792,At-Risk High-Value,148,1,1395.21,1,2,4,7,0.0,0.0,0,1,0,4,Platinum,bundle_discount,high
CUST00793,At-Risk High-Value,113,1,1730.51,2,2,4,8,0.0,0.0,0,1,1,1,Silver,welcome_offer,high
CUST00794,Dormant,171,1,413.58,1,2,2,5,0.0,0.0,0,1,0,7,Gold,new_launch,high
CUST00795,At-Risk High-Value,138,2,2258.74,2,4,5,11,0.0,0.0,0,2,0,2,Gold,new_launch,high
CUST00796,At-Risk High-Value,151,1,1622.25,1,2,4,7,0.0,0.0,0,1,0,8,Silver,free_shipping,high
CUST00797,Need Attention,9,1,408.27,5,2,2,9,0.0,0.0,0,1,1,7,Platinum,welcome_offer,low
CUST00798,Loyal Customers,57,2,1507.09,3,4,4,11,0.0,0.0,0,2,1,8,Gold,free_shipping,medium
CUST00799,Loyal Customers,56,2,738.9300000000001,3,4,3,10,0.0,0.0,0,2,0,2,Gold,free_shipping,medium
CUST00800,Champions,12,5,5040.63,5,5,5,15,0.0,0.0,0,3,2,7,,none,low
CUST00801,High-Value but Unhappy,76,2,1510.24,3,4,4,11,0.0,1.0,1,2,0,1,,new_launch,high
CUST00802,Dormant,201,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,Silver,bundle_discount,high
CUST00803,Loyal Customers,53,2,2106.41,3,4,5,12,0.0,0.0,0,2,2,2,,bundle_discount,medium
